society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,pooja room,store room,study room,others,furniture_labels,luxury_score,latitude,longitude
independent,house,sector 4,1.1,11111.0,3,4,1,2.0,relatively new,990.0,0,0,0,0,0,0,0,28.4738,77.0107
ireo skyon,flat,sector 60,3.6,12815.0,4,5,3,8.0,relatively new,2604.0,1,0,0,0,0,2,35,28.4003,77.0975
ss the leaf,flat,sector 85,1.18,10727.0,2,2,3,2.0,relatively new,1700.0,0,0,0,1,0,2,112,28.4042,76.9513
ss,flat,sector 85,2.14,7610.0,4,4,3,8.0,relatively new,2300.0,1,1,0,1,0,0,35,28.4042,76.9513
shapoorji pallonji joyville gurugram,flat,sector 102,1.3,17691.0,2,2,3,4.0,relatively new,1009.0,0,0,1,0,0,0,96,28.475,76.9715
independent,house,sector 103,2.25,6367.0,3,5,3+,10.0,relatively new,3534.0,0,0,0,0,0,0,0,28.4949,76.9845
ss the leaf,flat,sector 85,1.2,7317.0,2,2,3,12.0,relatively new,1484.0,0,0,0,0,0,2,128,28.4042,76.9513
sunischit apartments,flat,sector 54,1.75,7954.0,3,3,3+,4.0,moderately new,2100.0,1,0,0,0,0,2,105,28.4348,77.1089
independent,house,sector 110,1.0,8796.0,3,2,2,1.0,old property,120.0,0,1,0,0,0,0,0,28.5145,77.0197
experion the heartsong,flat,sector 108,1.7,8487.0,3,4,3+,10.0,relatively new,1500.29,1,0,0,0,0,0,90,28.5134,76.983
ats triumph,flat,sector 104,1.73,7554.0,3,4,3+,6.0,relatively new,2072.0,1,0,0,0,0,0,121,28.4788,76.996
shapoorji pallonji joyville,flat,sector 102,1.1,12022.0,2,2,1,6.0,relatively new,915.0,0,0,0,0,0,0,0,28.475,76.9715
dlf royalton tower,flat,sector 43,6.5,22108.0,4,5,2,8.0,relatively new,2661.0,1,0,0,0,0,0,15,28.4629,77.0772
smart world gems,flat,sector 89,1.2,12526.0,3,3,3,2.0,relatively new,1064.0,0,1,1,0,0,0,98,28.4253,76.9439
smart world orchard,house,sector 61,2.01,13000.0,3,3,3,4.0,under construction,1549.0,0,0,0,0,0,0,107,28.405,77.0963
international city by sobha phase 1,house,sector 109,6.1,25103.0,5,6,3+,2.0,moderately new,2430.0,1,0,0,0,0,0,22,28.5073,77.0089
antriksh heights,flat,sector 84,0.85,4927.0,3,3,3+,2.0,relatively new,1561.0,0,0,0,1,0,0,37,28.3979,76.9736
tulip orange,flat,sector 70,1.0,10309.0,3,2,2,2.0,moderately new,1078.0,0,0,0,0,0,0,45,28.3968,77.0233
om apartment dayanand colony,flat,sector 5,0.26,4373.0,1,1,1,6.0,relatively new,648.0,0,0,0,0,0,0,14,28.4794,77.0176
independent,house,sector 7,2.0,11111.0,2,2,1,2.0,relatively new,1800.0,0,0,0,0,0,0,0,28.4644,77.0143
anant raj estates,house,sector 63a,8.5,27139.0,6,6,3+,3.0,under construction,3132.0,0,1,1,0,0,0,15,28.3923,77.0888
pivotal devaan,flat,sector 84,0.34,7039.0,2,2,1,4.0,relatively new,537.0,0,0,1,0,0,2,67,28.3979,76.9736
emaar palm gardens,flat,sector 83,1.48,7789.0,3,3,3,10.0,relatively new,1549.0,1,0,0,0,0,0,44,28.3986,76.9647
bestech spa signature,flat,sector 81,4.45,10595.0,4,4,3+,4.0,relatively new,3850.0,1,1,0,1,1,2,35,28.3867,76.9485
rof ananda,flat,sector 95,0.38,5899.0,2,2,2,6.0,relatively new,716.0,0,0,0,1,0,0,69,28.4172,76.9081
my home,flat,sector 110,0.28,3166.0,2,1,1,2.0,relatively new,1000.0,0,0,0,0,1,0,15,28.5145,77.0197
dlf new town heights,flat,sector 90,1.99,7297.0,4,4,3+,10.0,relatively new,3030.0,1,1,0,0,0,2,73,28.4085,76.9369
dlf new town heights,flat,sector 90,2.0,7334.0,4,4,3+,10.0,moderately new,2468.0,1,0,0,0,1,0,35,28.4085,76.9369
sanskriti apartment,flat,sector 10a,1.1,6666.0,3,3,3,2.0,moderately new,1833.0,0,0,0,0,0,0,22,28.4469,77.0106
greenopolis,house,sector 89,0.7,5397.0,2,2,2,14.0,relatively new,1297.0,0,0,0,0,0,0,0,28.4253,76.9439
chd avenue,flat,sector 71,1.1,6790.0,3,3,3,4.0,relatively new,1466.0,0,0,0,0,1,0,52,28.4104,77.0281
puri diplomatic greens,flat,sector 111,3.45,11694.0,4,5,3+,8.0,relatively new,2670.0,1,0,0,0,0,0,72,28.5238,77.032
corona optus,flat,sector 37c,1.2,6916.0,3,4,3,6.0,relatively new,1635.0,0,0,0,0,0,0,120,28.4515,76.9882
kashish manor one,flat,sector 111,1.65,7097.0,3,4,3+,6.0,under construction,2104.0,1,0,0,0,1,0,8,28.5238,77.032
dlf new town heights,flat,sector 91,2.0,6967.0,4,4,3+,4.0,moderately new,2468.0,1,1,0,1,0,0,43,28.4014,76.9225
cghs vidya enclave,flat,sector 56,1.7,10967.0,3,2,3,8.0,old property,1585.0,0,0,1,0,0,0,85,28.4245,77.0991
supertech new soft launch,flat,sector 68,0.84,7119.0,2,2,2,16.0,relatively new,1180.0,0,0,0,0,0,0,0,28.3853,77.0484
experion the heartsong,flat,sector 108,1.3,8344.0,3,3,3+,8.0,relatively new,1661.0,0,0,0,1,0,0,121,28.5134,76.983
laxmi pareena,flat,sector 99a,0.3,6666.0,2,1,No,12.0,relatively new,500.0,0,0,0,0,0,0,0,28.4561,76.9542
dlf the primus,flat,sector 82a,2.55,11218.0,4,4,3+,6.0,relatively new,2273.13,0,0,0,0,0,1,35,28.3858,76.9686
signature global city,flat,sector 37d,1.1,9838.0,2,2,2,4.0,relatively new,1242.0,0,0,0,0,0,0,59,28.4478,76.9703
vatika city,flat,sector 49,1.98,9074.0,3,4,3,8.0,moderately new,1750.75,1,0,0,0,0,2,72,28.4121,77.048
dlf beverly park,flat,sector 25,8.0,15384.0,5,5,3+,2.0,old property,5778.0,1,1,0,1,1,1,21,28.4844,77.086
independent,house,sector 50,7.0,32407.0,3,2,0,1.0,relatively new,2160.03,0,0,0,0,0,0,0,28.4178,77.0628
zara aavaas,flat,sector 104,0.65,8519.0,3,2,2,4.0,new property,848.0,0,0,0,0,0,0,43,28.4788,76.996
independent,house,sector 4,3.3,14667.0,3,3,2,1.0,old property,2250.0,0,0,0,0,0,0,34,28.4738,77.0107
independent,house,sector 26,6.0,33333.0,3,5,3+,3.0,old property,1800.02,0,0,0,0,0,2,0,28.4757,77.1032
ats triumph,flat,sector 104,1.75,7641.0,3,4,3+,12.0,relatively new,2036.0,1,1,0,1,1,2,21,28.4788,76.996
sare green parc 2,flat,sector 92,1.07,5246.0,4,3,3,6.0,under construction,2040.0,1,0,0,1,0,0,73,28.4079,76.9153
emaar imperial gardens,flat,sector 102,1.92,9600.0,3,3,3,12.0,relatively new,2222.0,1,1,1,1,0,0,66,28.475,76.9715
nirvana cedar crest,house,sector 50,7.1,32870.0,5,4,3,2.0,moderately new,2160.02,0,1,1,1,0,2,81,28.4178,77.0628
smart world gems,flat,sector 89,1.25,8784.0,3,3,3,2.0,relatively new,1288.0,0,1,0,0,0,0,7,28.4253,76.9439
m3m golfestate,flat,sector 65,7.0,18181.0,3,3,2,12.0,moderately new,4278.0,0,0,1,0,0,0,45,28.403,77.069
paras quartier,flat,gwal pahari,5.9,11028.0,4,4,3+,6.0,new property,4842.0,1,1,1,1,0,2,129,28.4484,77.021
dlf the ultima,flat,sector 81,2.5,11726.0,3,3,2,10.0,relatively new,2130.0,1,0,0,0,0,1,67,28.3867,76.9485
ats triumph,flat,sector 104,4.45,6846.0,4,5,3+,6.0,relatively new,7222.0,0,0,0,0,0,0,81,28.4788,76.996
tata primanti,flat,sector 72,3.5,11428.0,4,5,3+,8.0,relatively new,2625.0,1,0,0,0,1,0,30,28.4225,77.0211
smart world orchard,flat,sector 61,2.2,14202.0,3,3,2,8.0,new property,1721.0,0,0,0,0,0,0,114,28.405,77.0963
independent,house,sector 4,3.25,14444.0,3,3,2,2.0,old property,2250.0,0,0,0,0,0,0,22,28.4738,77.0107
orchid island,flat,sector 51,1.7,10651.0,3,4,3,2.0,moderately new,1773.0,0,1,1,0,0,0,74,28.432,77.0686
eldeco mansionz,house,sector 48,6.4,23704.0,4,4,3,3.0,moderately new,2699.97,1,0,1,0,0,2,113,28.4177,77.0359
unitech harmony,flat,sector 50,2.6,9590.0,3,4,2,6.0,relatively new,2700.0,1,0,0,0,1,2,136,28.4178,77.0628
emaar mgf emerald floors premier,flat,sector 65,2.29,13878.0,3,4,3+,2.0,relatively new,1833.0,1,0,0,1,0,1,136,28.403,77.069
ats kocoon,flat,sector 109,1.7,9742.0,3,3,3,22.0,relatively new,1550.0,0,0,0,0,0,0,50,28.5073,77.0089
ambience lagoon,flat,sector 24,5.8,12500.0,3,4,3+,4.0,old property,3700.0,1,1,0,1,1,1,42,28.4939,77.1038
dlf carlton estate,flat,sector 43,2.1,15418.0,3,3,1,2.0,old property,1233.0,0,0,1,0,0,2,66,28.4629,77.0772
shree vardhman victoria,flat,sector 70,1.62,8307.0,3,5,3,8.0,relatively new,1527.0,1,0,0,0,0,0,30,28.3968,77.0233
independent,house,sector 13,4.5,9091.0,4,5,2,2.0,old property,4950.0,0,0,0,0,0,0,0,28.4757,77.0392
independent,house,sector 7,1.0,8818.0,2,2,0,0.0,old property,126.0,0,0,0,1,0,0,7,28.4644,77.0143
experion the heartsong,flat,sector 108,2.08,9904.0,4,4,3+,8.0,relatively new,2631.0,1,0,0,0,0,0,104,28.5134,76.983
godrej habitat,flat,sector 3,1.2,8310.0,2,2,3,8.0,relatively new,1307.0,0,0,0,0,0,0,60,28.4909,77.0176
sare crescent parc royal greens phase 1,flat,sector 92,0.75,4325.0,4,4,3+,6.0,relatively new,1734.0,0,0,0,0,0,0,69,28.4079,76.9153
supertech araville,flat,sector 79,1.45,7455.0,3,3,3,6.0,relatively new,2161.0,0,0,0,0,0,0,0,28.3624,76.9787
birla navya,flat,sector 63a,3.3,15348.0,3,3,3,10.0,relatively new,2150.12,1,0,0,0,0,0,39,28.3923,77.0888
vatika signature villas,house,sector 82,4.7,21759.0,3,3,3+,3.0,new property,2160.0,1,0,0,0,0,0,28,28.3935,76.96
ireo the corridors,flat,sector 67a,1.3,10031.0,2,2,2,6.0,relatively new,1296.0,0,0,0,0,0,0,46,28.396,77.0372
dlf regency park,flat,sector 28,2.25,14516.0,3,3,2,8.0,old property,1700.0,1,0,0,0,0,0,74,28.4728,77.0865
godrej nature plus,flat,sector 33,1.9,9849.0,3,3,3+,10.0,new property,2143.0,1,0,0,0,0,0,74,28.442,77.0207
signature global city,flat,sector 37d,0.68,11724.0,2,2,3,8.0,new property,644.0,0,0,0,0,1,0,36,28.4478,76.9703
la vida by tata housing,flat,sector 113,1.65,10449.0,3,2,2,10.0,relatively new,1420.0,0,0,0,0,0,0,35,28.5287,77.0233
mapsko casa bella,flat,sector 82,1.3,6378.0,4,4,3+,6.0,relatively new,1774.0,1,0,0,0,0,0,99,28.3935,76.96
bptp terra,flat,sector 37d,1.65,8790.0,3,3,2,8.0,relatively new,1699.0,0,0,0,0,0,0,90,28.4478,76.9703
ats marigold,flat,sector 89,1.5,8571.0,3,3,3,2.0,new property,1944.0,0,0,0,0,1,0,35,28.4253,76.9439
independent,house,sector 9,0.6,10753.0,2,2,1,1.0,moderately new,558.0,0,0,0,0,0,0,8,28.4603,77.0
dlf regency park,flat,sector 28,2.35,13224.0,3,3,2,6.0,old property,1608.0,1,0,0,0,0,0,91,28.4728,77.0865
m3m sierra 68,flat,sector 68,1.1,8986.0,2,2,3,10.0,relatively new,1150.0,0,0,0,0,0,2,98,28.3853,77.0484
smart world orchard,flat,sector 61,1.5,12500.0,2,2,2,2.0,under construction,1333.0,0,0,0,1,0,0,35,28.405,77.0963
tulip violet,flat,sector 69,1.44,9125.0,3,3,2,10.0,relatively new,1381.0,0,1,0,0,0,0,136,28.3966,77.0341
signature global city 37d ph 2,flat,sector 37d,1.35,9375.0,3,3,3+,16.0,relatively new,1600.0,0,1,0,0,0,0,43,28.4478,76.9703
signature global city,house,sector 37d,1.27,8089.0,3,3,3,4.0,under construction,1570.0,0,1,0,0,0,0,60,28.4478,76.9703
ss,flat,sector 85,2.09,7432.0,4,4,3,8.0,relatively new,2600.0,1,1,0,1,0,0,35,28.4042,76.9513
satya the hermitage,flat,sector 103,0.8,5517.0,2,2,No,6.0,relatively new,1450.0,0,0,0,0,0,0,61,28.4949,76.9845
beverley park 1,flat,sector 43,8.44,16230.0,4,5,3,6.0,moderately new,5000.0,1,0,0,0,0,1,88,28.4629,77.0772
ats marigold,flat,sector 89,1.85,8604.0,3,3,3+,12.0,new property,1946.0,1,0,0,0,0,0,28,28.4253,76.9439
independent,house,sector 105,0.74,7400.0,3,3,0,2.0,relatively new,1000.0,0,0,0,0,0,0,0,28.4952,77.0114
dlf city phase 1,house,sector 26,4.5,33333.0,3,3,2,2.0,moderately new,1350.01,1,0,0,1,0,0,49,28.4757,77.1032
m3m heights,flat,sector 65,3.67,17990.0,3,3,2,6.0,relatively new,2040.02,1,0,0,0,0,0,29,28.403,77.069
sare green parc phase 3,flat,sector 92,0.79,6086.0,3,2,2,4.0,new property,1175.0,0,0,0,0,0,0,15,28.4079,76.9153
godrej nature plus,flat,sector 33,1.2,14379.0,2,2,3,8.0,new property,86.0,0,0,0,0,0,0,43,28.442,77.0207
karmyogi apartment,flat,sector 10a,2.3,6467.0,6,4,2,10.0,moderately new,3951.0,0,0,0,0,0,0,0,28.4469,77.0106
independent,house,sector 12,1.7,9444.0,3,3,0,1.0,relatively new,200.0,0,0,0,0,0,0,0,28.4723,77.032
independent,house,sector 13,0.45,4808.0,1,1,0,1.0,relatively new,936.0,0,0,0,0,0,0,0,28.4757,77.0392
ansal sushant lok plots,house,sector 43,11.5,17692.0,7,8,3+,3.0,old property,9000.0,1,1,1,0,0,2,22,28.4629,77.0772
tulip violet,flat,sector 69,1.7,8445.0,4,4,2,8.0,relatively new,1819.0,0,0,0,0,0,0,97,28.3966,77.0341
nagata group housing society,flat,sector 1,0.85,3695.0,3,3,3+,4.0,relatively new,2081.0,1,0,0,0,0,0,0,28.3663,76.9456
independent,house,sector 25,13.0,45710.0,6,8,3+,2.0,relatively new,2844.0,1,1,1,1,0,1,0,28.4844,77.086
smart world orchard,flat,sector 61,2.57,15766.0,3,3,2,2.0,under construction,1630.09,0,0,0,1,0,0,0,28.405,77.0963
m3m heights,flat,sector 65,2.29,15980.0,2,2,3,14.0,under construction,1592.0,0,0,0,1,0,0,15,28.403,77.069
indiabulls enigma,flat,sector 110,3.3,9850.0,4,5,3,10.0,relatively new,3032.0,1,0,0,0,0,0,72,28.5145,77.0197
smart world orchard,flat,sector 61,2.3,14110.0,3,3,2,2.0,relatively new,1475.0,0,0,0,1,0,0,53,28.405,77.0963
dlf city plots,house,sector 26,12.5,38580.0,4,5,2,2.0,moderately new,3240.0,1,0,0,1,0,2,98,28.4757,77.1032
sare homes,flat,sector 92,0.95,4250.0,4,3,2,4.0,new property,1983.0,0,0,0,0,0,0,73,28.4079,76.9153
godrej oasis,flat,sector 88a,1.0,6896.0,2,2,3,6.0,relatively new,1611.0,0,0,0,1,0,0,50,28.4347,76.9557
independent,house,sector 43,2.15,13030.0,1,1,0,1.0,relatively new,1650.0,0,0,0,0,0,0,0,28.4629,77.0772
independent,house,sector 108,1.34,5000.0,1,1,0,1.0,relatively new,2680.0,0,0,0,0,0,0,0,28.5134,76.983
m3m merlin,flat,sector 67,3.4,14418.0,3,4,3,10.0,relatively new,2134.0,1,0,0,0,0,2,136,28.3859,77.0608
ansals palam vihar,house,sector 2,9.0,19231.0,5,5,2,2.0,old property,4680.0,1,1,1,1,0,1,81,28.5095,77.032
tulip leaf,flat,sector 69,2.06,11386.0,3,3,3,10.0,relatively new,1640.0,0,0,0,0,0,0,35,28.3966,77.0341
vatika gurgaon,flat,sector 83,0.78,6265.0,2,2,2,8.0,relatively new,850.0,0,1,0,1,0,2,127,28.3986,76.9647
parsvnath green ville,flat,sector 48,3.3,9984.0,5,5,3+,10.0,old property,3305.0,1,0,0,0,0,0,46,28.4177,77.0359
raheja atharva,flat,sector 109,2.2,9490.0,3,3,2,6.0,moderately new,2576.0,1,0,0,0,0,2,89,28.5073,77.0089
dlf new town heights,flat,sector 90,1.75,5720.0,4,4,3+,8.0,relatively new,2468.0,1,1,0,0,0,0,66,28.4085,76.9369
independent,house,sector 9,3.4,12938.0,9,9,3,3.0,moderately new,2628.0,0,0,0,0,0,2,47,28.4603,77.0
independent,house,sector 39,1.8,21875.0,1,1,2,3.0,relatively new,800.0,0,0,0,0,0,0,0,28.4434,77.0515
sare green parc 2,flat,sector 92,0.75,4745.0,3,3,3,2.0,relatively new,1415.0,0,0,0,0,1,2,35,28.4079,76.9153
m3m golfestate,flat,sector 65,6.15,18331.0,3,4,2,10.0,relatively new,3355.0,0,0,0,0,0,0,34,28.403,77.069
apartment,flat,sector 92,0.75,4687.0,3,4,3,2.0,moderately new,1778.0,0,0,0,1,0,0,91,28.4079,76.9153
ireo the grand arch,flat,sector 58,3.8,17560.0,3,4,1,10.0,moderately new,2164.01,1,0,0,0,0,2,136,28.42,77.1105
unitech uniworld resorts,house,sector 33,9.55,19293.0,6,7,3+,2.0,relatively new,4950.0,1,1,1,1,0,2,105,28.442,77.0207
prasha apartments,flat,manesar,0.75,3309.0,3,3,3+,6.0,moderately new,1914.0,1,0,0,0,0,0,31,28.3515,76.9428
apna enclave,flat,sector 3,0.55,5789.0,2,2,2,2.0,old property,900.0,0,0,0,0,0,0,35,28.4909,77.0176
independent,house,sector 31,3.69,23699.0,4,4,2,2.0,moderately new,1557.03,1,1,0,1,0,2,51,28.4528,77.0498
aardhya homesh,flat,sector 67a,1.85,8043.0,4,4,No,4.0,relatively new,2556.0,0,0,0,0,0,0,0,28.396,77.0372
orchid petals,flat,sector 49,2.45,11887.0,3,3,3,6.0,relatively new,1865.0,0,0,0,1,0,0,35,28.4121,77.048
ss the leaf,flat,sector 85,2.3,8179.0,4,4,3+,8.0,relatively new,2545.0,1,0,0,0,0,0,21,28.4042,76.9513
vipul lavanya,flat,sector 81,0.65,5265.0,2,2,2,10.0,moderately new,985.0,0,0,0,0,0,0,74,28.3867,76.9485
pareena coban residences,flat,sector 99a,1.02,8793.0,2,2,3,6.0,relatively new,1430.0,0,0,0,1,0,0,136,28.4561,76.9542
tulip violet,flat,sector 69,1.32,8411.0,3,3,1,12.0,relatively new,1419.0,0,1,0,0,0,0,73,28.3966,77.0341
pareena coban residences,flat,sector 99a,1.6,8000.0,3,3,3,8.0,under construction,1810.0,0,0,0,0,0,0,0,28.4561,76.9542
bestech park view sanskruti,flat,sector 92,1.55,9687.0,3,3,3,6.0,relatively new,1792.0,1,0,0,0,0,2,45,28.4079,76.9153
godrej summit,flat,sector 104,1.16,6387.0,3,4,3+,12.0,relatively new,2018.0,1,0,0,0,0,2,74,28.4788,76.996
sbtl caladium,flat,sector 109,1.2,6382.0,3,2,2,8.0,relatively new,1701.0,0,0,0,0,0,0,113,28.5073,77.0089
emaar emerald hills,flat,sector 65,1.95,13928.0,3,3,3+,8.0,new property,1556.0,0,0,1,0,0,2,88,28.403,77.069
millenia,flat,sector 37c,0.4,6666.0,2,2,2,6.0,new property,667.0,0,0,0,0,0,0,21,28.4515,76.9882
signature global solera,flat,sector 107,0.49,8222.0,2,2,1,6.0,relatively new,598.0,0,0,0,0,1,1,35,28.5052,76.9729
signature global grand iva,flat,sector 103,0.5,6667.0,2,2,No,4.0,relatively new,750.0,0,0,0,0,0,0,0,28.4949,76.9845
experion windchants,flat,sector 112,4.75,12622.0,3,5,3+,8.0,relatively new,3405.0,1,0,0,0,0,2,28,28.5189,77.0183
maxworth city residences,flat,sector 10a,0.8,6400.0,2,3,2,8.0,new property,1389.0,0,0,0,0,0,0,38,28.4469,77.0106
unitech espace,house,sector 50,7.42,34351.0,4,4,3,2.0,old property,3200.0,0,0,0,0,0,2,66,28.4178,77.0628
shapoorji pallonji joyville gurugram,flat,sector 102,1.77,9195.0,3,3,3,10.0,relatively new,1653.0,0,0,0,0,0,0,113,28.475,76.9715
emaar mgf emerald floors premier,flat,sector 65,2.8,14177.0,4,4,3,2.0,relatively new,2194.0,1,0,0,1,0,2,91,28.403,77.069
godrej summit,flat,sector 104,1.05,5833.0,3,4,3+,6.0,relatively new,2000.0,1,0,0,0,0,2,74,28.4788,76.996
vatika lifestyle homes,flat,sector 83,1.15,8214.0,3,3,1,8.0,moderately new,1607.0,0,0,0,0,0,2,73,28.3986,76.9647
spectrum centre,flat,sector 82a,0.62,9538.0,1,1,No,4.0,relatively new,650.0,0,0,0,0,0,0,0,28.3858,76.9686
independent,house,sector 6,0.66,10784.0,3,2,1,2.0,old property,612.0,0,0,0,0,0,0,29,28.4745,77.0262
kendriya vihar,flat,sector 56,0.65,8609.0,1,1,1,4.0,moderately new,839.0,0,0,0,0,0,0,105,28.4245,77.0991
microtek greenburg,flat,sector 86,1.93,8446.0,3,4,3,12.0,relatively new,2068.0,1,0,0,0,0,0,50,28.3986,76.9384
ss the leaf,flat,sector 85,1.14,6433.0,2,2,3,6.0,relatively new,1604.0,0,0,0,0,0,0,35,28.4042,76.9513
pivotal devaan,flat,sector 84,0.3,6666.0,1,1,1,4.0,new property,500.0,0,0,0,0,0,2,13,28.3979,76.9736
bestech park view residency,flat,sector 2,0.95,6713.0,2,2,3,4.0,moderately new,1281.0,0,0,0,0,0,2,53,28.5095,77.032
puri diplomatic greens,flat,sector 111,3.4,11525.0,4,5,3+,8.0,relatively new,2670.0,1,0,0,0,0,0,65,28.5238,77.032
vipul belmonte,flat,sector 53,6.5,21922.0,3,4,3+,8.0,old property,2683.0,0,0,0,1,1,0,52,28.4433,77.0948
unitech greenwood city,flat,sector 45,2.4,12346.0,3,3,2,8.0,new property,195.0,1,0,0,0,0,2,14,28.4466,77.066
pioneer park,flat,sector 61,3.6,12627.0,4,4,3,4.0,moderately new,2580.0,1,0,0,0,0,2,99,28.405,77.0963
emaar mgf the palm drive,flat,sector 66,3.0,14285.0,4,5,3+,8.0,relatively new,2100.11,1,0,0,0,0,2,35,28.3925,77.0541
ambience creacions,flat,sector 22,2.0,14492.0,2,2,2,4.0,relatively new,1533.0,0,0,0,0,0,0,35,28.5072,77.064
greenopolis,flat,sector 89,0.65,5195.0,2,2,2,8.0,relatively new,1390.0,0,0,0,0,0,0,28,28.4253,76.9439
international city by sobha phase 2,house,sector 109,7.0,11240.0,5,5,3+,2.0,relatively new,6228.0,1,0,0,0,0,0,107,28.5073,77.0089
divya apartments,flat,sector 6,0.6,7594.0,2,2,No,2.0,relatively new,790.0,0,0,0,0,0,2,15,28.4745,77.0262
chd avenue,flat,sector 71,1.25,6597.0,3,4,2,10.0,relatively new,1577.0,1,1,0,1,1,1,99,28.4104,77.0281
eros wembley estate,flat,sector 50,1.4,10174.0,3,3,2,4.0,relatively new,1245.0,0,0,1,0,0,2,88,28.4178,77.0628
independent,house,sector 24,5.25,38889.0,4,4,3+,2.0,relatively new,1350.0,1,1,0,0,0,2,58,28.4939,77.1038
ireo the corridors,flat,sector 67a,1.8,14658.0,3,3,3,10.0,new property,1551.0,1,0,1,0,0,2,121,28.396,77.0372
chintels paradiso,flat,sector 109,1.97,7490.0,4,4,2,4.0,relatively new,2380.0,1,1,0,0,0,0,35,28.5073,77.0089
bhawna cghs,flat,sector 43,3.25,10156.0,4,4,3+,12.0,moderately new,3115.0,0,1,0,0,0,2,98,28.4629,77.0772
raheja vedaanta,flat,sector 108,0.65,4761.0,2,2,2,10.0,relatively new,1235.0,0,1,0,0,0,2,136,28.5134,76.983
experion the heartsong,flat,sector 108,2.29,8240.0,4,5,3+,10.0,relatively new,2779.0,1,0,0,0,0,0,66,28.5134,76.983
tulip violet,flat,sector 69,1.38,8966.0,3,3,1,12.0,relatively new,1392.0,0,1,0,0,0,0,73,28.3966,77.0341
independent,house,sector 3,0.68,3874.0,5,3,0,1.0,relatively new,1755.0,0,0,0,0,0,0,0,28.4909,77.0176
smart world gems,flat,sector 89,1.0,9033.0,2,2,2,2.0,under construction,1230.0,0,0,0,1,0,0,23,28.4253,76.9439
shree vardhman victoria,flat,sector 70,1.6,8205.0,3,5,3,8.0,relatively new,1527.0,1,0,0,0,0,0,79,28.3968,77.0233
bestech park view grand spa,flat,sector 81,2.22,8345.0,3,4,3+,4.0,relatively new,2407.0,1,0,0,0,0,2,136,28.3867,76.9485
ss the leaf,flat,sector 85,1.1,6318.0,2,2,3+,8.0,relatively new,1464.0,0,0,1,0,0,0,119,28.4042,76.9513
mapsko paradise,flat,sector 83,0.95,6300.0,3,3,3,8.0,moderately new,1489.0,0,0,0,0,0,0,0,28.3986,76.9647
emaar palm gardens,flat,sector 83,1.72,9052.0,3,3,3,10.0,relatively new,1600.0,1,0,0,0,0,2,136,28.3986,76.9647
ansal housing highland park,flat,sector 103,1.25,6443.0,3,3,3+,2.0,new property,1464.0,0,1,0,0,0,0,83,28.4949,76.9845
corona gracieux,flat,sector 76,1.05,5949.0,3,3,3+,6.0,relatively new,1597.0,0,0,0,0,0,2,104,28.3935,76.9888
independent,house,sector 51,2.25,2778.0,6,3,3+,3.0,relatively new,900.0,0,0,0,0,0,0,54,28.432,77.0686
krrish provence estate,flat,gwal pahari,5.25,9051.0,4,5,3+,2.0,new property,5249.0,1,1,0,1,0,0,35,28.4484,77.021
m3m heights,flat,sector 65,2.15,15003.0,2,2,3+,14.0,relatively new,1433.0,0,0,0,0,0,0,39,28.403,77.069
guru gram haryana cghs,flat,sector 56,1.38,7225.0,3,3,3,8.0,moderately new,1910.0,0,0,0,1,0,2,113,28.4245,77.0991
vatika gurgaon,flat,sector 83,0.83,6666.0,2,2,2,12.0,relatively new,1154.0,0,1,0,0,0,0,127,28.3986,76.9647
emaar mgf emerald floors premier,flat,sector 65,2.85,14430.0,4,4,3,4.0,relatively new,2194.0,1,0,0,1,0,0,28,28.403,77.069
vipul tatvam villa,house,sector 48,5.5,21219.0,3,6,2,2.0,moderately new,2592.0,1,0,0,0,1,2,68,28.4177,77.0359
independent,house,sector 23,2.8,17983.0,5,5,3+,2.0,old property,1557.0,0,1,0,0,0,2,60,28.5121,77.0478
ansal heights 86,flat,sector 86,0.82,6029.0,2,2,1,12.0,new property,1300.0,0,0,0,0,0,0,35,28.3986,76.9384
independent,house,sector 9,0.5,6083.0,3,2,1,1.0,relatively new,822.0,0,0,0,0,0,0,0,28.4603,77.0
vatika the seven lamps,flat,sector 82,1.0,6969.0,2,2,2,14.0,relatively new,1299.0,0,0,0,1,1,0,52,28.3935,76.96
dlf new town heights,flat,sector 90,1.9,6967.0,4,4,3+,10.0,relatively new,2512.0,1,0,1,0,0,2,136,28.4085,76.9369
raheja vedaanta,flat,sector 108,0.95,5214.0,3,3,3,8.0,relatively new,1649.0,0,0,0,0,1,0,66,28.5134,76.983
apex our homes,flat,sector 37c,0.33,3567.0,2,2,1,6.0,relatively new,850.0,0,0,0,0,0,2,129,28.4515,76.9882
emaar gurgaon greens,flat,sector 102,1.49,9030.0,3,3,3,6.0,relatively new,1315.0,0,0,0,0,0,2,130,28.475,76.9715
parsvnath exotica,flat,sector 53,4.8,14680.0,3,4,3+,12.0,new property,2895.0,0,0,0,0,0,0,69,28.4433,77.0948
imperia the esfera,flat,sector 37c,1.1,5405.0,3,4,3,6.0,relatively new,1899.0,1,0,0,1,0,0,35,28.4515,76.9882
emaar imperial gardens,flat,sector 102,1.98,9900.0,3,3,3+,8.0,relatively new,2222.0,1,0,0,0,0,2,52,28.475,76.9715
